"week_cut","stars","year","week","app"
2019-07-29,3.00194805194805,2019,30,"3"
2019-08-05,3.40796703296703,2019,31,"3"
2019-08-12,3.4718253968254,2019,32,"3"
2019-08-19,3.43809523809524,2019,33,"3"
2019-08-26,3.41989795918367,2019,34,"3"
2019-09-02,2.52380952380952,2019,35,"3"
2019-09-09,3.7,2019,36,"3"
2019-09-16,3.38095238095238,2019,37,"3"
2019-09-23,2.96666666666667,2019,38,"3"
2019-09-30,3.16071428571429,2019,39,"3"
2019-10-07,3.6547619047619,2019,40,"3"
2019-10-14,4.28571428571429,2019,41,"3"
2019-10-21,3.26262626262626,2019,42,"3"
2019-10-28,3.44047619047619,2019,43,"3"
2019-11-04,2.77380952380952,2019,44,"3"
2019-11-11,3.0952380952381,2019,45,"3"
2019-11-18,2.73809523809524,2019,46,"3"
2019-11-25,4.25,2019,47,"3"
2019-12-02,3.61598639455782,2019,48,"3"
2019-12-09,3.9,2019,49,"3"
2019-12-16,2.88095238095238,2019,50,"3"
2019-12-23,3.34444444444444,2019,51,"3"
2019-12-30,3.48809523809524,2019,52,"3"
2020-01-06,3.31428571428571,2020,1,"3"
2020-01-13,3.33333333333333,2020,2,"3"
2020-01-20,3.79047619047619,2020,3,"3"
2020-01-27,3.47222222222222,2020,4,"3"
2020-02-03,3.63730158730159,2020,5,"3"
2020-02-10,2.75714285714286,2020,6,"3"
2020-02-17,3.19047619047619,2020,7,"3"
2020-02-24,3.57142857142857,2020,8,"3"
2020-03-02,3.49444444444444,2020,9,"3"
2020-03-09,3.39285714285714,2020,10,"3"
2020-03-16,3.33333333333333,2020,11,"3"
2020-03-23,2.91666666666667,2020,12,"3"
2020-03-30,3.56666666666667,2020,13,"3"
2020-04-06,3.72222222222222,2020,14,"3"
2020-04-13,3.06944444444444,2020,15,"3"
2020-04-20,3.10833333333333,2020,16,"3"
2020-04-27,2.79761904761905,2020,17,"3"
2020-05-04,3.5,2020,18,"3"
2020-05-11,2.72142857142857,2020,19,"3"
2020-05-18,3,2020,20,"3"
2020-05-25,3.81944444444444,2020,21,"3"
2020-06-01,4.11111111111111,2020,22,"3"
2020-06-08,2.85714285714286,2020,23,"3"
2020-06-15,3.66666666666667,2020,24,"3"
2016-06-13,3.85,2016,24,"4"
2016-06-20,2.0625,2016,25,"4"
2016-06-27,3.61111111111111,2016,26,"4"
2016-07-04,3.20833333333333,2016,27,"4"
2016-07-11,2.72619047619048,2016,28,"4"
2016-07-18,3.83333333333333,2016,29,"4"
2016-07-25,3.06666666666667,2016,30,"4"
2016-08-01,3.41666666666667,2016,31,"4"
2016-08-08,3.625,2016,32,"4"
2016-08-15,3.5,2016,33,"4"
2016-08-22,2.36111111111111,2016,34,"4"
2016-08-29,2.58333333333333,2016,35,"4"
2016-09-05,3.13888888888889,2016,36,"4"
2016-09-12,3.9,2016,37,"4"
2016-09-19,3.71666666666667,2016,38,"4"
2016-09-26,2.83333333333333,2016,39,"4"
2016-10-03,3.2,2016,40,"4"
2016-10-10,3.83333333333333,2016,41,"4"
2016-10-17,4.36428571428571,2016,42,"4"
2016-10-24,4.2,2016,43,"4"
2016-10-31,3.3,2016,44,"4"
2016-11-07,4.5,2016,45,"4"
2016-11-14,3.33333333333333,2016,46,"4"
2016-11-21,3.9,2016,47,"4"
2016-11-28,4.25,2016,48,"4"
2016-12-05,2.80555555555556,2016,49,"4"
2016-12-12,2.5,2016,50,"4"
2016-12-19,3.5,2016,51,"4"
2016-12-26,3.33333333333333,2016,52,"4"
2017-01-02,3.75,2017,1,"4"
2017-01-09,3.66666666666667,2017,2,"4"
2017-01-16,3.25,2017,3,"4"
2017-01-23,2.75,2017,4,"4"
2017-01-30,3.75,2017,5,"4"
2017-02-06,3.9,2017,6,"4"
2017-02-13,2.5,2017,7,"4"
2017-02-20,4.22222222222222,2017,8,"4"
2017-02-27,2,2017,9,"4"
2017-03-06,2.58333333333333,2017,10,"4"
2017-03-13,4.33333333333333,2017,11,"4"
2017-03-20,3.75,2017,12,"4"
2017-03-27,1.94444444444444,2017,13,"4"
2017-04-03,1.83333333333333,2017,14,"4"
2017-04-10,3.33333333333333,2017,15,"4"
2017-04-17,3,2017,16,"4"
2017-04-24,5,2017,17,"4"
2017-05-01,3.75,2017,18,"4"
2017-05-08,4.33333333333333,2017,19,"4"
2017-05-15,3.83333333333333,2017,20,"4"
2017-05-22,3.04,2017,21,"4"
2017-05-29,2.43333333333333,2017,22,"4"
2017-06-05,2.7,2017,23,"4"
2017-06-12,2.3,2017,24,"4"
2017-06-19,3.30555555555556,2017,25,"4"
2017-06-26,2.83333333333333,2017,26,"4"
2017-07-03,2.16666666666667,2017,27,"4"
2017-07-10,1.83333333333333,2017,28,"4"
2017-07-17,2.64285714285714,2017,29,"4"
2017-07-24,2.03333333333333,2017,30,"4"
2017-07-31,3.38888888888889,2017,31,"4"
2017-08-07,2.43055555555556,2017,32,"4"
2017-08-14,1.44444444444444,2017,33,"4"
2017-08-21,2.26666666666667,2017,34,"4"
2017-08-28,2,2017,35,"4"
2017-09-04,1.86666666666667,2017,36,"4"
2017-09-11,1.25,2017,37,"4"
2017-09-18,3.25,2017,38,"4"
2017-09-25,3,2017,39,"4"
2017-10-02,1.66666666666667,2017,40,"4"
2017-10-09,1.8125,2017,41,"4"
2017-10-16,2.85,2017,42,"4"
2017-10-23,1.66666666666667,2017,43,"4"
2017-10-30,2.41666666666667,2017,44,"4"
2017-11-06,1.93333333333333,2017,45,"4"
2017-11-13,2.5,2017,46,"4"
2017-11-20,1.83333333333333,2017,47,"4"
2017-11-27,3.16666666666667,2017,48,"4"
2017-12-04,2.75,2017,49,"4"
2017-12-11,1.85416666666667,2017,50,"4"
2017-12-18,4.3,2017,51,"4"
2017-12-25,2.33333333333333,2017,52,"4"
2018-01-01,2.38888888888889,2018,1,"4"
2018-01-08,3.29166666666667,2018,2,"4"
2018-01-15,4.4,2018,3,"4"
2018-01-22,1,2018,4,"4"
2018-01-29,2.5,2018,5,"4"
2018-02-05,3,2018,6,"4"
2018-02-12,3.5,2018,7,"4"
2018-02-19,2.375,2018,8,"4"
2018-02-26,3.5,2018,9,"4"
2018-03-05,3,2018,10,"4"
2018-03-12,1.25,2018,11,"4"
2018-03-19,4,2018,12,"4"
2018-03-26,2.5,2018,13,"4"
2018-04-02,2.5,2018,14,"4"
2018-04-09,3.5,2018,15,"4"
2018-04-16,3,2018,16,"4"
2018-04-23,3.5,2018,17,"4"
2018-04-30,1,2018,18,"4"
2018-05-07,4.5,2018,19,"4"
2018-05-14,2.8,2018,20,"4"
2018-05-21,4,2018,21,"4"
2018-05-28,4,2018,22,"4"
2018-06-04,4,2018,23,"4"
2018-06-11,3,2018,24,"4"
2018-06-18,2,2018,25,"4"
2018-06-25,3,2018,26,"4"
2018-07-02,2.33333333333333,2018,27,"4"
2018-07-09,2.66666666666667,2018,28,"4"
2018-07-16,2.06666666666667,2018,29,"4"
2018-07-23,1.83333333333333,2018,30,"4"
2018-07-30,4.5,2018,31,"4"
2018-08-06,3.25,2018,32,"4"
2018-08-13,2.75,2018,33,"4"
2018-08-20,2.625,2018,34,"4"
2018-08-27,2.5,2018,35,"4"
2018-09-03,5,2018,36,"4"
2018-09-10,2.5,2018,37,"4"
2018-09-17,3,2018,38,"4"
2018-09-24,1.66666666666667,2018,39,"4"
2018-10-01,4,2018,40,"4"
2018-10-08,3,2018,41,"4"
2018-10-15,5,2018,42,"4"
2018-10-22,4.33333333333333,2018,43,"4"
2018-10-29,5,2018,44,"4"
2018-11-05,4,2018,45,"4"
2018-11-12,3,2018,46,"4"
2018-11-19,3.66666666666667,2018,47,"4"
2018-11-26,3,2018,48,"4"
2018-12-03,2,2018,49,"4"
2018-12-10,1.5,2018,50,"4"
2018-12-17,1,2018,51,"4"
2018-12-31,2,2018,53,"4"
2019-01-07,1,2019,1,"4"
2019-01-14,3,2019,2,"4"
2019-01-21,3,2019,3,"4"
2019-01-28,1.8,2019,4,"4"
2019-02-04,4.5,2019,5,"4"
2019-02-11,2.33333333333333,2019,6,"4"
2019-02-25,3.33333333333333,2019,8,"4"
2019-03-04,1,2019,9,"4"
2019-03-11,1.25,2019,10,"4"
2019-03-18,3,2019,11,"4"
2019-03-25,2.66666666666667,2019,12,"4"
2019-04-01,1,2019,13,"4"
2019-04-08,5,2019,14,"4"
2019-04-15,4,2019,15,"4"
2019-04-22,1.33333333333333,2019,16,"4"
2019-04-29,3,2019,17,"4"
2019-05-06,2,2019,18,"4"
2019-05-20,2,2019,20,"4"
2019-05-27,3.41666666666667,2019,21,"4"
2019-06-03,4,2019,22,"4"
2019-06-10,2.75,2019,23,"4"
2019-06-17,3.16666666666667,2019,24,"4"
2019-06-24,2.5,2019,25,"4"
2019-07-01,2.33333333333333,2019,26,"4"
2019-07-08,2.86666666666667,2019,27,"4"
2019-07-15,2.5,2019,28,"4"
2019-07-22,2.33333333333333,2019,29,"4"
2019-07-29,4.25,2019,30,"4"
2019-08-05,2,2019,31,"4"
2019-08-12,1.33333333333333,2019,32,"4"
2019-08-26,5,2019,34,"4"
2019-09-02,3.33333333333333,2019,35,"4"
2019-09-09,1.33333333333333,2019,36,"4"
2019-09-16,2.33333333333333,2019,37,"4"
2019-09-23,4.5,2019,38,"4"
2019-09-30,4,2019,39,"4"
2019-10-07,2.33333333333333,2019,40,"4"
2019-10-14,1.75,2019,41,"4"
2019-10-21,4,2019,42,"4"
2019-10-28,5,2019,43,"4"
2019-11-04,3.5,2019,44,"4"
2019-11-11,5,2019,45,"4"
2019-11-18,3,2019,46,"4"
2019-11-25,5,2019,47,"4"
2019-12-09,1,2019,49,"4"
2019-12-23,1,2019,51,"4"
2019-12-30,5,2019,52,"4"
2020-01-13,3,2020,2,"4"
2020-01-20,1,2020,3,"4"
2020-01-27,2,2020,4,"4"
2020-02-03,5,2020,5,"4"
2020-02-17,3,2020,7,"4"
2020-02-24,2.66666666666667,2020,8,"4"
2020-03-02,3,2020,9,"4"
2020-03-09,3,2020,10,"4"
2020-03-16,3,2020,11,"4"
2020-04-06,2.33333333333333,2020,14,"4"
2020-04-13,1,2020,15,"4"
2020-04-20,1,2020,16,"4"
2020-04-27,3.22222222222222,2020,17,"4"
2020-05-04,3,2020,18,"4"
2020-05-11,1.5,2020,19,"4"
2020-05-18,4.5,2020,20,"4"
2020-06-01,2.5,2020,22,"4"
2020-06-08,5,2020,23,"4"
2020-06-15,1,2020,24,"4"
2016-06-13,4.46010726652607,2016,24,"5"
2016-06-20,4.24909170287313,2016,25,"5"
2016-06-27,4.4407040091553,2016,26,"5"
2016-07-04,4.43193300416488,2016,27,"5"
2016-07-11,4.4448252930923,2016,28,"5"
2016-07-18,4.33048509030652,2016,29,"5"
2016-07-25,4.41513666405623,2016,30,"5"
2016-08-01,4.3493063715619,2016,31,"5"
2016-08-08,4.32286018357447,2016,32,"5"
2016-08-15,4.48907842474619,2016,33,"5"
2016-08-22,4.36098523588197,2016,34,"5"
2016-08-29,4.38852902937421,2016,35,"5"
2016-09-05,4.57322052827963,2016,36,"5"
2016-09-12,4.51059595928017,2016,37,"5"
2016-09-19,4.37094102695606,2016,38,"5"
2016-09-26,4.54109290774991,2016,39,"5"
2016-10-03,4.39140420331985,2016,40,"5"
2016-10-10,4.37400051398117,2016,41,"5"
2016-10-17,4.33574863970863,2016,42,"5"
2016-10-24,4.45598682200186,2016,43,"5"
2016-10-31,4.45635022870655,2016,44,"5"
2016-11-07,4.51840638569843,2016,45,"5"
2016-11-14,4.52798801924618,2016,46,"5"
2016-11-21,4.55245385734325,2016,47,"5"
2016-11-28,4.45840823814386,2016,48,"5"
2016-12-05,4.27400922379252,2016,49,"5"
2016-12-12,4.35264242012102,2016,50,"5"
2016-12-19,4.39815908282807,2016,51,"5"
2016-12-26,4.41602640335893,2016,52,"5"
2017-01-02,4.42999274099884,2017,1,"5"
2017-01-09,4.58024938269904,2017,2,"5"
2017-01-16,4.4448099929627,2017,3,"5"
2017-01-23,4.41297801547869,2017,4,"5"
2017-01-30,4.50695692222008,2017,5,"5"
2017-02-06,4.26984853519158,2017,6,"5"
2017-02-13,4.41432178932179,2017,7,"5"
2017-02-20,4.43743134860947,2017,8,"5"
2017-02-27,4.30808113843828,2017,9,"5"
2017-03-06,4.45800865800866,2017,10,"5"
2017-03-13,4.29267606099904,2017,11,"5"
2017-03-20,4.42534185391328,2017,12,"5"
2017-03-27,4.4077663101854,2017,13,"5"
2017-04-03,4.5347447261733,2017,14,"5"
2017-04-10,4.44298274865502,2017,15,"5"
2017-04-17,4.39242308555071,2017,16,"5"
2017-04-24,4.36909368826662,2017,17,"5"
2017-05-01,4.30069588221762,2017,18,"5"
2017-05-08,4.17817454284846,2017,19,"5"
2017-05-15,4.1826497410531,2017,20,"5"
2017-05-22,4.25254121846851,2017,21,"5"
2017-05-29,4.31647395800425,2017,22,"5"
2017-06-05,4.20048809974918,2017,23,"5"
2017-06-12,4.29933371950179,2017,24,"5"
2017-06-19,4.12653235653236,2017,25,"5"
2017-06-26,4.42028572460588,2017,26,"5"
2017-07-03,4.2581482518238,2017,27,"5"
2017-07-10,4.53562511007479,2017,28,"5"
2017-07-17,4.24663836826597,2017,29,"5"
2017-07-24,4.29295358129937,2017,30,"5"
2017-07-31,4.37588565032174,2017,31,"5"
2017-08-07,4.54544250692027,2017,32,"5"
2017-08-14,4.22213125849635,2017,33,"5"
2017-08-21,4.43193665521177,2017,34,"5"
2017-08-28,4.43253271510453,2017,35,"5"
2017-09-04,4.54866718637388,2017,36,"5"
2017-09-11,4.49852378227277,2017,37,"5"
2017-09-18,4.3418587243175,2017,38,"5"
2017-09-25,4.37211389572551,2017,39,"5"
2017-10-02,4.37028007788224,2017,40,"5"
2017-10-09,4.48186613248725,2017,41,"5"
2017-10-16,4.36072623029145,2017,42,"5"
2017-10-23,4.43150793650794,2017,43,"5"
2017-10-30,4.45545293216101,2017,44,"5"
2017-11-06,4.33976046558974,2017,45,"5"
2017-11-13,4.11552190045979,2017,46,"5"
2017-11-20,4.25098116169545,2017,47,"5"
2017-11-27,4.3190531273238,2017,48,"5"
2017-12-04,4.34618987946056,2017,49,"5"
2017-12-11,4.14615757234068,2017,50,"5"
2017-12-18,4.10595238095238,2017,51,"5"
2017-12-25,4.26232787801111,2017,52,"5"
2018-01-01,4.33296151794051,2018,1,"5"
2018-01-08,4.4141156462585,2018,2,"5"
2018-01-15,4.27636135794031,2018,3,"5"
2018-01-22,4.28703544104002,2018,4,"5"
2018-01-29,4.47209176160583,2018,5,"5"
2018-02-05,4.2961926961927,2018,6,"5"
2018-02-12,4.41562921205778,2018,7,"5"
2018-02-19,4.26336226798412,2018,8,"5"
2018-02-26,4.23001516396032,2018,9,"5"
2018-03-05,4.43734819102466,2018,10,"5"
2018-03-12,4.29171820243249,2018,11,"5"
2018-03-19,4.09416773702488,2018,12,"5"
2018-03-26,4.10146690255049,2018,13,"5"
2018-04-02,4.25254407983289,2018,14,"5"
2018-04-09,4.15029743108561,2018,15,"5"
2018-04-16,4.3024975024975,2018,16,"5"
2018-04-23,4.38864331157564,2018,17,"5"
2018-04-30,4.29135006720146,2018,18,"5"
2018-05-07,4.23490523678494,2018,19,"5"
2018-05-14,4.21948779511805,2018,20,"5"
2018-05-21,4.35241147741148,2018,21,"5"
2018-05-28,4.14047064047064,2018,22,"5"
2018-06-04,4.43853193590036,2018,23,"5"
2018-06-11,4.37258852258852,2018,24,"5"
2018-06-18,4.15848959937306,2018,25,"5"
2018-06-25,4.30391788294265,2018,26,"5"
2018-07-02,4.33347734137208,2018,27,"5"
2018-07-09,4.33088136984643,2018,28,"5"
2018-07-16,4.43926482873851,2018,29,"5"
2018-07-23,4.4534298762151,2018,30,"5"
2018-07-30,4.08023975806258,2018,31,"5"
2018-08-06,4.25997899159664,2018,32,"5"
2018-08-13,4.22776193852231,2018,33,"5"
2018-08-20,4.10009913056132,2018,34,"5"
2018-08-27,4.20849206349206,2018,35,"5"
2018-09-03,4.31881444652876,2018,36,"5"
2018-09-10,4.53757608306481,2018,37,"5"
2018-09-17,4.35067610960468,2018,38,"5"
2018-09-24,4.4010136663361,2018,39,"5"
2018-10-01,4.29070929070929,2018,40,"5"
2018-10-08,4.38090605472958,2018,41,"5"
2018-10-15,4.20651491365777,2018,42,"5"
2018-10-22,4.40158819938232,2018,43,"5"
2018-10-29,4.29656058227487,2018,44,"5"
2018-11-05,4.49619963369963,2018,45,"5"
2018-11-12,4.35784597239706,2018,46,"5"
2018-11-19,4.42126984126984,2018,47,"5"
2018-11-26,4.66883937785641,2018,48,"5"
2018-12-03,4.24524871264002,2018,49,"5"
2018-12-10,4.2653953889248,2018,50,"5"
2018-12-17,4.13273948273948,2018,51,"5"
2018-12-24,4.19669497169497,2018,52,"5"
2018-12-31,4.18049168385303,2018,53,"5"
2019-01-07,4.06275510204082,2019,1,"5"
2019-01-14,4.28662131519274,2019,2,"5"
2019-01-21,4.12499918995938,2019,3,"5"
2019-01-28,4.0308905380334,2019,4,"5"
2019-02-04,4.43499104343932,2019,5,"5"
2019-02-11,4.46051337551338,2019,6,"5"
2019-02-18,4.43281196722213,2019,7,"5"
2019-02-25,4.52191659981034,2019,8,"5"
2019-03-04,4.59112716369088,2019,9,"5"
2019-03-11,4.57831168831169,2019,10,"5"
2019-03-18,4.36410254414504,2019,11,"5"
2019-03-25,4.44650335229877,2019,12,"5"
2019-04-01,4.41495416953778,2019,13,"5"
2019-04-08,4.44737484737485,2019,14,"5"
2019-04-15,4.38986773460458,2019,15,"5"
2019-04-22,4.10768829676393,2019,16,"5"
2019-04-29,4.32523144339321,2019,17,"5"
2019-05-06,4.54882625114823,2019,18,"5"
2019-05-13,4.42796092796093,2019,19,"5"
2019-05-20,4.47110248147842,2019,20,"5"
2019-05-27,4.48770988156387,2019,21,"5"
2019-06-03,4.55219868955334,2019,22,"5"
2019-06-10,4.417258019322,2019,23,"5"
2019-06-17,4.26431072332141,2019,24,"5"
2019-06-24,4.29600864095894,2019,25,"5"
2019-07-01,4.35358035050153,2019,26,"5"
2019-07-08,4.34178922785289,2019,27,"5"
2019-07-15,4.25536995739582,2019,28,"5"
2019-07-22,4.17180479618903,2019,29,"5"
2019-07-29,4.11076600309356,2019,30,"5"
2019-08-05,4.38757415200246,2019,31,"5"
2019-08-12,4.44812201396685,2019,32,"5"
2019-08-19,4.51073082010582,2019,33,"5"
2019-08-26,4.59733029601201,2019,34,"5"
2019-09-02,4.52814835340631,2019,35,"5"
2019-09-09,4.37668702186102,2019,36,"5"
2019-09-16,4.46630295103201,2019,37,"5"
2019-09-23,4.51532904548993,2019,38,"5"
2019-09-30,4.31070544952124,2019,39,"5"
2019-10-07,4.3618349368733,2019,40,"5"
2019-10-14,4.31400066099314,2019,41,"5"
2019-10-21,4.39376396090682,2019,42,"5"
2019-10-28,4.29312790905836,2019,43,"5"
2019-11-04,4.07774891774892,2019,44,"5"
2019-11-11,3.92043817527011,2019,45,"5"
2019-11-18,3.69977106227106,2019,46,"5"
2019-11-25,3.76333417982578,2019,47,"5"
2019-12-02,3.78892320085929,2019,48,"5"
2019-12-09,4.11759309071682,2019,49,"5"
2019-12-16,4.36663902936035,2019,50,"5"
2019-12-23,4.19964655227813,2019,51,"5"
2019-12-30,4.37125895664442,2019,52,"5"
2020-01-06,4.30381998953427,2020,1,"5"
2020-01-13,4.23507588043192,2020,2,"5"
2020-01-20,4.09684910536838,2020,3,"5"
2020-01-27,4.15658627087199,2020,4,"5"
2020-02-03,4.08760465724751,2020,5,"5"
2020-02-10,4.01837280366692,2020,6,"5"
2020-02-17,4.29540026713026,2020,7,"5"
2020-02-24,3.75388594034105,2020,8,"5"
2020-03-02,4.01814058956916,2020,9,"5"
2020-03-09,4.1999874668627,2020,10,"5"
2020-03-16,4.06217889253604,2020,11,"5"
2020-03-23,4.24455782312925,2020,12,"5"
2020-03-30,4.23531718907659,2020,13,"5"
2020-04-06,3.78313492063492,2020,14,"5"
2020-04-13,4.15974310776942,2020,15,"5"
2020-04-20,3.84120046620047,2020,16,"5"
2020-04-27,4.11219851576994,2020,17,"5"
2020-05-04,4.27642595499738,2020,18,"5"
2020-05-11,4.07039610716081,2020,19,"5"
2020-05-18,3.68556998556999,2020,20,"5"
2020-05-25,3.97490393593335,2020,21,"5"
2020-06-01,3.99972527472527,2020,22,"5"
2020-06-08,3.87401960784314,2020,23,"5"
2020-06-15,4.33333333333333,2020,24,"5"
2016-06-13,4.38134646962233,2016,24,"6"
2016-06-20,4.40695729708888,2016,25,"6"
2016-06-27,4.45939328112197,2016,26,"6"
2016-07-04,4.5079920232752,2016,27,"6"
2016-07-11,4.56375063859536,2016,28,"6"
2016-07-18,4.49585583025481,2016,29,"6"
2016-07-25,4.45943565291391,2016,30,"6"
2016-08-01,4.46291238781922,2016,31,"6"
2016-08-08,4.29506988360456,2016,32,"6"
2016-08-15,4.48151299919593,2016,33,"6"
2016-08-22,4.44489120488125,2016,34,"6"
2016-08-29,4.61264946463149,2016,35,"6"
2016-09-05,4.53105234443644,2016,36,"6"
2016-09-12,4.57758224062572,2016,37,"6"
2016-09-19,4.42847336042315,2016,38,"6"
2016-09-26,4.55015651015651,2016,39,"6"
2016-10-03,4.69895938705931,2016,40,"6"
2016-10-10,4.66049245785271,2016,41,"6"
2016-10-17,4.61861752342571,2016,42,"6"
2016-10-24,4.50438339033016,2016,43,"6"
2016-10-31,4.44032969509643,2016,44,"6"
2016-11-07,4.43648679372551,2016,45,"6"
2016-11-14,4.39990360516676,2016,46,"6"
2016-11-21,4.59229943654592,2016,47,"6"
2016-11-28,4.43444657395122,2016,48,"6"
2016-12-05,4.55821010204421,2016,49,"6"
2016-12-12,4.56087007744222,2016,50,"6"
2016-12-19,4.5199750934286,2016,51,"6"
2016-12-26,4.51594477849195,2016,52,"6"
2017-01-02,4.47109000799285,2017,1,"6"
2017-01-09,4.61423451893172,2017,2,"6"
2017-01-16,4.57026131581542,2017,3,"6"
2017-01-23,4.41387580673295,2017,4,"6"
2017-01-30,4.6193856942651,2017,5,"6"
2017-02-06,4.66500899038714,2017,6,"6"
2017-02-13,4.58566636851521,2017,7,"6"
2017-02-20,4.68151837910459,2017,8,"6"
2017-02-27,4.60033634412516,2017,9,"6"
2017-03-06,4.48469116514229,2017,10,"6"
2017-03-13,4.44875335906485,2017,11,"6"
2017-03-20,4.54781371510695,2017,12,"6"
2017-03-27,4.53736246988127,2017,13,"6"
2017-04-03,4.4253795721187,2017,14,"6"
2017-04-10,4.48903584100628,2017,15,"6"
2017-04-17,4.48397287092939,2017,16,"6"
2017-04-24,4.53910169195883,2017,17,"6"
2017-05-01,4.73666102804758,2017,18,"6"
2017-05-08,4.40018552875696,2017,19,"6"
2017-05-15,4.32993197278912,2017,20,"6"
2017-05-22,4.42450216450216,2017,21,"6"
2017-05-29,4.50920119187941,2017,22,"6"
