"week_cut","stars","year","week","app"
2017-06-05,4.33308844516828,2017,23,"6"
2017-06-12,4.74446778711485,2017,24,"6"
2017-06-19,4.36135794030531,2017,25,"6"
2017-06-26,4.82191375476436,2017,26,"6"
2017-07-03,4.61660331170744,2017,27,"6"
2017-07-10,4.59254527843962,2017,28,"6"
2017-07-17,4.68178024599564,2017,29,"6"
2017-07-24,4.6367586528364,2017,30,"6"
2017-07-31,4.53185820390789,2017,31,"6"
2017-08-07,4.52249051919618,2017,32,"6"
2017-08-14,4.4777698534611,2017,33,"6"
2017-08-21,4.64439021049096,2017,34,"6"
2017-08-28,4.34425486793908,2017,35,"6"
2017-09-04,4.63272026992615,2017,36,"6"
2017-09-11,4.62160592602029,2017,37,"6"
2017-09-18,4.65947121931777,2017,38,"6"
2017-09-25,4.45246774946023,2017,39,"6"
2017-10-02,4.63080227743271,2017,40,"6"
2017-10-09,4.58018365240833,2017,41,"6"
2017-10-16,4.59176020058373,2017,42,"6"
2017-10-23,4.57040370447952,2017,43,"6"
2017-10-30,4.7104991720698,2017,44,"6"
2017-11-06,4.6076396366169,2017,45,"6"
2017-11-13,4.65950814536341,2017,46,"6"
2017-11-20,4.5883897148603,2017,47,"6"
2017-11-27,4.6995686736233,2017,48,"6"
2017-12-04,4.38166547320683,2017,49,"6"
2017-12-11,4.54327955878708,2017,50,"6"
2017-12-18,4.6938843928376,2017,51,"6"
2017-12-25,4.6045939789459,2017,52,"6"
2018-01-01,4.68215528635697,2018,1,"6"
2018-01-08,4.5236469879327,2018,2,"6"
2018-01-15,4.50527793462576,2018,3,"6"
2018-01-22,4.55521080226963,2018,4,"6"
2018-01-29,4.7498557559745,2018,5,"6"
2018-02-05,4.41972789115646,2018,6,"6"
2018-02-12,4.45128363699792,2018,7,"6"
2018-02-19,4.78027210884354,2018,8,"6"
2018-02-26,4.55992063492064,2018,9,"6"
2018-03-05,4.59707691999359,2018,10,"6"
2018-03-12,4.45702690166976,2018,11,"6"
2018-03-19,4.60154845154845,2018,12,"6"
2018-03-26,4.71240664097807,2018,13,"6"
2018-04-02,4.46159297052154,2018,14,"6"
2018-04-09,4.34827315541601,2018,15,"6"
2018-04-16,4.57428087785231,2018,16,"6"
2018-04-23,4.12105751391466,2018,17,"6"
2018-04-30,4.72352092352092,2018,18,"6"
2018-05-07,4.67448701117874,2018,19,"6"
2018-05-14,4.5054748822606,2018,20,"6"
2018-05-21,4.66641753192505,2018,21,"6"
2018-05-28,4.73673469387755,2018,22,"6"
2018-06-04,4.33806733525132,2018,23,"6"
2018-06-11,4.68955627705628,2018,24,"6"
2018-06-18,4.42522918258212,2018,25,"6"
2018-06-25,4.59576376004947,2018,26,"6"
2018-07-02,4.59680042180042,2018,27,"6"
2018-07-09,4.63261183261183,2018,28,"6"
2018-07-16,4.48535459638401,2018,29,"6"
2018-07-23,4.49205232817765,2018,30,"6"
2018-07-30,4.51817545199898,2018,31,"6"
2018-08-06,4.14720993292422,2018,32,"6"
2018-08-13,4.37215007215007,2018,33,"6"
2018-08-20,4.40946275946276,2018,34,"6"
2018-08-27,4.38019995877139,2018,35,"6"
2018-09-03,4.56700680272109,2018,36,"6"
2018-09-10,4.33702250130822,2018,37,"6"
2018-09-17,4.52716965574108,2018,38,"6"
2018-09-24,4.24821210535496,2018,39,"6"
2018-10-01,4.48193265463622,2018,40,"6"
2018-10-08,4.55261876661521,2018,41,"6"
2018-10-15,4.48670594337442,2018,42,"6"
2018-10-22,4.65803135977008,2018,43,"6"
2018-10-29,4.47240757750755,2018,44,"6"
2018-11-05,4.59969417077176,2018,45,"6"
2018-11-12,4.5128215230001,2018,46,"6"
2018-11-19,4.52630702630703,2018,47,"6"
2018-11-26,4.50322407750979,2018,48,"6"
2018-12-03,4.43192976110399,2018,49,"6"
2018-12-10,4.34232536792828,2018,50,"6"
2018-12-17,4.56697764820214,2018,51,"6"
2018-12-24,4.57488608511128,2018,52,"6"
2018-12-31,4.30301860013127,2018,53,"6"
2019-01-07,4.65921459492888,2019,1,"6"
2019-01-14,4.3676023976024,2019,2,"6"
2019-01-21,4.26462585034014,2019,3,"6"
2019-01-28,4.63532852253513,2019,4,"6"
2019-02-04,4.66903373281442,2019,5,"6"
2019-02-11,4.62825691165492,2019,6,"6"
2019-02-18,4.34603193419479,2019,7,"6"
2019-02-25,4.52436440953682,2019,8,"6"
2019-03-04,4.39831599666671,2019,9,"6"
2019-03-11,4.54536906317411,2019,10,"6"
2019-03-18,4.54047348373911,2019,11,"6"
2019-03-25,4.29011877691477,2019,12,"6"
2019-04-01,4.36969396454234,2019,13,"6"
2019-04-08,4.37321208203561,2019,14,"6"
2019-04-15,4.47261432350718,2019,15,"6"
2019-04-22,4.49831060494373,2019,16,"6"
2019-04-29,4.4138737111931,2019,17,"6"
2019-05-06,4.55025653445669,2019,18,"6"
2019-05-13,4.62750971314873,2019,19,"6"
2019-05-20,4.48357066387051,2019,20,"6"
2019-05-27,4.41693012312292,2019,21,"6"
2019-06-03,4.60498537855015,2019,22,"6"
2019-06-10,4.40685941043084,2019,23,"6"
2019-06-17,4.64649033780235,2019,24,"6"
2019-06-24,4.48660387231816,2019,25,"6"
2019-07-01,3.82374949979992,2019,26,"6"
2019-07-08,4.05086445509378,2019,27,"6"
2019-07-15,4.17001709774819,2019,28,"6"
2019-07-22,4.22336306205871,2019,29,"6"
2019-07-29,4.22931839402428,2019,30,"6"
2019-08-05,4.26631708627507,2019,31,"6"
2019-08-12,4.19364801864802,2019,32,"6"
2019-08-19,4.51652776193302,2019,33,"6"
2019-08-26,4.50348468707087,2019,34,"6"
2019-09-02,4.197508336668,2019,35,"6"
2019-09-09,4.40846312483861,2019,36,"6"
2019-09-16,4.46354276362744,2019,37,"6"
2019-09-23,4.3425704197763,2019,38,"6"
2019-09-30,4.46852536463352,2019,39,"6"
2019-10-07,4.62144374601673,2019,40,"6"
2019-10-14,4.48517306106592,2019,41,"6"
2019-10-21,4.42285399317148,2019,42,"6"
2019-10-28,4.4458514900213,2019,43,"6"
2019-11-04,4.52539900575615,2019,44,"6"
2019-11-11,4.48864338225409,2019,45,"6"
2019-11-18,4.43269810684671,2019,46,"6"
2019-11-25,4.35158635224425,2019,47,"6"
2019-12-02,4.15419392637438,2019,48,"6"
2019-12-09,4.15173395445135,2019,49,"6"
2019-12-16,4.12935635792779,2019,50,"6"
2019-12-23,4.40491895322722,2019,51,"6"
2019-12-30,4.49940712755982,2019,52,"6"
2020-01-06,4.36688235900421,2020,1,"6"
2020-01-13,4.40988709003415,2020,2,"6"
2020-01-20,4.25917200213419,2020,3,"6"
2020-01-27,4.41718598861456,2020,4,"6"
2020-02-03,4.3860742432171,2020,5,"6"
2020-02-10,4.11240496198479,2020,6,"6"
2020-02-17,3.94087998835898,2020,7,"6"
2020-02-24,4.22603071531643,2020,8,"6"
2020-03-02,4.1928907751912,2020,9,"6"
2020-03-09,4.6338004101162,2020,10,"6"
2020-03-16,4.30220612720613,2020,11,"6"
2020-03-23,4.56240981240981,2020,12,"6"
2020-03-30,4.4010667903525,2020,13,"6"
2020-04-06,4.29024943310658,2020,14,"6"
2020-04-13,4.61978021978022,2020,15,"6"
2020-04-20,4.39603174603175,2020,16,"6"
2020-04-27,4.43698486641033,2020,17,"6"
2020-05-04,4.56635684576861,2020,18,"6"
2020-05-11,4.41175649747078,2020,19,"6"
2020-05-18,4.59355644355644,2020,20,"6"
2020-05-25,4.23333333333333,2020,21,"6"
2020-06-01,4.17862296433725,2020,22,"6"
2020-06-08,4.57375677543745,2020,23,"6"
2020-06-15,4.81818181818182,2020,24,"6"
2018-09-10,3.50061759029501,2018,37,"7"
2018-09-17,3.50897727332448,2018,38,"7"
2018-09-24,3.71400987749517,2018,39,"7"
2018-10-01,3.53560410741711,2018,40,"7"
2018-10-08,3.65931661252138,2018,41,"7"
2018-10-15,3.42684923095749,2018,42,"7"
2018-10-22,3.70812803690196,2018,43,"7"
2018-10-29,3.77573295321437,2018,44,"7"
2018-11-05,3.41136888077204,2018,45,"7"
2018-11-12,3.23627251167425,2018,46,"7"
2018-11-19,3.64157703572597,2018,47,"7"
2018-11-26,3.48067382879726,2018,48,"7"
2018-12-03,3.62751947011114,2018,49,"7"
2018-12-10,3.57679016194724,2018,50,"7"
2018-12-17,3.23007436137566,2018,51,"7"
2018-12-24,3.29260092111013,2018,52,"7"
2018-12-31,3.00032197208921,2018,53,"7"
2019-01-07,3.43402010612539,2019,1,"7"
2019-01-14,3.249989250086,2019,2,"7"
2019-01-21,2.99633231654138,2019,3,"7"
2019-01-28,3.0693067445508,2019,4,"7"
2019-02-04,3.42124250018987,2019,5,"7"
2019-02-11,3.37885592787071,2019,6,"7"
2019-02-18,3.52539306579688,2019,7,"7"
2019-02-25,3.45609047962519,2019,8,"7"
2019-03-04,3.45088811356756,2019,9,"7"
2019-03-11,3.0578022875817,2019,10,"7"
2019-03-18,3.31239150649485,2019,11,"7"
2019-03-25,3.43608975611062,2019,12,"7"
2019-04-01,3.56251054327705,2019,13,"7"
2019-04-08,3.48344425832022,2019,14,"7"
2019-04-15,3.65436443930861,2019,15,"7"
2019-04-22,3.38484365082835,2019,16,"7"
2019-04-29,3.41528140078086,2019,17,"7"
2019-05-06,3.50280259608924,2019,18,"7"
2019-05-13,3.27772762350561,2019,19,"7"
2019-05-20,3.56859923368978,2019,20,"7"
2019-05-27,3.39968398714534,2019,21,"7"
2019-06-03,3.31567748481824,2019,22,"7"
2019-06-10,3.52465556690812,2019,23,"7"
2019-06-17,3.22564491515199,2019,24,"7"
2019-06-24,3.00819311095911,2019,25,"7"
2019-07-01,3.07294325582444,2019,26,"7"
2019-07-08,3.07291307514415,2019,27,"7"
2019-07-15,3.39482582267357,2019,28,"7"
2019-07-22,3.41473401403077,2019,29,"7"
2019-07-29,3.43785764118459,2019,30,"7"
2019-08-05,3.50379327183081,2019,31,"7"
2019-08-12,3.37079783372357,2019,32,"7"
2019-08-19,3.55432500679212,2019,33,"7"
2019-08-26,3.31615537240537,2019,34,"7"
2019-09-02,3.30348596189464,2019,35,"7"
2019-09-09,3.17963232912212,2019,36,"7"
2019-09-16,3.44305726302277,2019,37,"7"
2019-09-23,3.42700773067178,2019,38,"7"
2019-09-30,3.44859546289224,2019,39,"7"
2019-10-07,3.39521365563769,2019,40,"7"
2019-10-14,3.27150058921233,2019,41,"7"
2019-10-21,3.27628465369635,2019,42,"7"
2019-10-28,3.02677601273958,2019,43,"7"
2019-11-04,2.74490213952513,2019,44,"7"
2019-11-11,2.83798679415553,2019,45,"7"
2019-11-18,3.09443777839089,2019,46,"7"
2019-11-25,3.31182479823992,2019,47,"7"
2019-12-02,2.95697956442983,2019,48,"7"
2019-12-09,3.16592820965495,2019,49,"7"
2019-12-16,3.37506461193138,2019,50,"7"
2019-12-23,3.40133064426589,2019,51,"7"
2019-12-30,3.48387449161043,2019,52,"7"
2020-01-06,3.68941068775401,2020,1,"7"
2020-01-13,3.49211265458564,2020,2,"7"
2020-01-20,3.67534490647323,2020,3,"7"
2020-01-27,3.7010651098384,2020,4,"7"
2020-02-03,3.5225769459183,2020,5,"7"
2020-02-10,3.53179287935385,2020,6,"7"
2020-02-17,3.47087450343187,2020,7,"7"
2020-02-24,3.4322548273968,2020,8,"7"
2020-03-02,3.59380675189547,2020,9,"7"
2020-03-09,3.45042539399945,2020,10,"7"
2020-03-16,3.86489357385909,2020,11,"7"
2020-03-23,4.00777671622074,2020,12,"7"
2020-03-30,4.04007113615702,2020,13,"7"
2020-04-06,3.70917968377923,2020,14,"7"
2020-04-13,3.71300839027547,2020,15,"7"
2020-04-20,3.81997163237765,2020,16,"7"
2020-04-27,3.77656527682843,2020,17,"7"
2020-05-04,3.55577416444125,2020,18,"7"
2020-05-11,3.52704837177264,2020,19,"7"
2020-05-18,3.60448755635364,2020,20,"7"
2020-05-25,3.44092328178619,2020,21,"7"
2020-06-01,3.51007202935324,2020,22,"7"
2020-06-08,3.3894057922437,2020,23,"7"
2020-06-15,3.02702702702703,2020,24,"7"
2016-06-13,4.10555944055944,2016,24,"8"
2016-06-20,3.86777987181845,2016,25,"8"
2016-06-27,4.0649823083802,2016,26,"8"
2016-07-04,4.10230372769072,2016,27,"8"
2016-07-11,4.1114631131804,2016,28,"8"
2016-07-18,4.25447871609526,2016,29,"8"
2016-07-25,4.09387459683043,2016,30,"8"
2016-08-01,3.85520724206071,2016,31,"8"
2016-08-08,3.94788142403067,2016,32,"8"
2016-08-15,3.96079268583806,2016,33,"8"
2016-08-22,4.01958493168755,2016,34,"8"
2016-08-29,3.89346501199949,2016,35,"8"
2016-09-05,4.02818053653503,2016,36,"8"
2016-09-12,3.86101721314536,2016,37,"8"
2016-09-19,3.80381184879651,2016,38,"8"
2016-09-26,4.22618868214764,2016,39,"8"
2016-10-03,4.0957040274546,2016,40,"8"
2016-10-10,4.06559449866903,2016,41,"8"
2016-10-17,4.07533963902686,2016,42,"8"
2016-10-24,4.18123798556592,2016,43,"8"
2016-10-31,4.17049836934035,2016,44,"8"
2016-11-07,3.92335858585859,2016,45,"8"
2016-11-14,4.05771808130212,2016,46,"8"
2016-11-21,3.75666769030613,2016,47,"8"
2016-11-28,4.08474096709391,2016,48,"8"
2016-12-05,4.28448972522391,2016,49,"8"
2016-12-12,4.25165087694799,2016,50,"8"
2016-12-19,4.31199214863811,2016,51,"8"
2016-12-26,3.97913138268801,2016,52,"8"
2017-01-02,4.16090391090391,2017,1,"8"
2017-01-09,3.91589097741379,2017,2,"8"
2017-01-16,4.63435065643108,2017,3,"8"
2017-01-23,4.31954477871776,2017,4,"8"
2017-01-30,4.52028842540998,2017,5,"8"
2017-02-06,4.36854169066876,2017,6,"8"
2017-02-13,4.21327838827839,2017,7,"8"
2017-02-20,4.20997801790349,2017,8,"8"
2017-02-27,4.12189785004911,2017,9,"8"
2017-03-06,4.2441082726797,2017,10,"8"
2017-03-13,4.36483043959824,2017,11,"8"
2017-03-20,4.57180955900468,2017,12,"8"
2017-03-27,4.53654503235387,2017,13,"8"
2017-04-03,4.51257823567854,2017,14,"8"
2017-04-10,4.3159386679573,2017,15,"8"
2017-04-17,4.47574264039084,2017,16,"8"
2017-04-24,4.45992507572744,2017,17,"8"
2017-05-01,4.52215174970036,2017,18,"8"
2017-05-08,4.55412070008844,2017,19,"8"
2017-05-15,4.43981227106227,2017,20,"8"
2017-05-22,4.35019673874513,2017,21,"8"
2017-05-29,4.29496230131373,2017,22,"8"
2017-06-05,4.46524529037317,2017,23,"8"
2017-06-12,4.32755075148339,2017,24,"8"
2017-06-19,4.03354628564713,2017,25,"8"
2017-06-26,4.24593274311319,2017,26,"8"
2017-07-03,4.12874228638824,2017,27,"8"
2017-07-10,4.09784519868554,2017,28,"8"
2017-07-17,3.90825358851675,2017,29,"8"
2017-07-24,4.13386474636475,2017,30,"8"
2017-07-31,4.16024436090226,2017,31,"8"
2017-08-07,4.1069483774371,2017,32,"8"
2017-08-14,4.02451355035941,2017,33,"8"
2017-08-21,4.17559632548672,2017,34,"8"
2017-08-28,4.06530136530136,2017,35,"8"
2017-09-04,4.29520265965918,2017,36,"8"
2017-09-11,4.11099896480331,2017,37,"8"
2017-09-18,4.14725572047001,2017,38,"8"
2017-09-25,4.16971019176902,2017,39,"8"
2017-10-02,4.06729964713158,2017,40,"8"
2017-10-09,4.08125029732173,2017,41,"8"
2017-10-16,3.87107803494358,2017,42,"8"
2017-10-23,4.02164502164502,2017,43,"8"
2017-10-30,4.18724489795918,2017,44,"8"
2017-11-06,3.75622090327973,2017,45,"8"
2017-11-13,4.0273862752763,2017,46,"8"
2017-11-20,4.11619134833421,2017,47,"8"
2017-11-27,4.31774891774892,2017,48,"8"
2017-12-04,4.04279529993816,2017,49,"8"
2017-12-11,3.68673469387755,2017,50,"8"
2017-12-18,3.97721167721168,2017,51,"8"
2017-12-25,4.2221706864564,2017,52,"8"
2018-01-01,4.17751692751693,2018,1,"8"
2018-01-08,4.3776283240569,2018,2,"8"
2018-01-15,3.93911346589918,2018,3,"8"
2018-01-22,4.14761904761905,2018,4,"8"
2018-01-29,4.01234796949083,2018,5,"8"
2018-02-05,4.06803751803752,2018,6,"8"
2018-02-12,3.8687074829932,2018,7,"8"
2018-02-19,3.75925039013274,2018,8,"8"
2018-02-26,3.80512820512821,2018,9,"8"
2018-03-05,3.93141104926819,2018,10,"8"
2018-03-12,3.88004535147392,2018,11,"8"
2018-03-19,4.0034188034188,2018,12,"8"
2018-03-26,4.33543083900227,2018,13,"8"
2018-04-02,3.7968820861678,2018,14,"8"
2018-04-09,3.54065934065934,2018,15,"8"
2018-04-16,3.98849206349206,2018,16,"8"
2018-04-23,3.83579198579199,2018,17,"8"
2018-04-30,3.786285143428,2018,18,"8"
2018-05-07,3.87857142857143,2018,19,"8"
2018-05-14,4.26168236525379,2018,20,"8"
2018-05-21,4.2176948051948,2018,21,"8"
2018-05-28,4.02670068027211,2018,22,"8"
2018-06-04,3.4621521335807,2018,23,"8"
2018-06-11,3.8769635126778,2018,24,"8"
2018-06-18,3.91198979591837,2018,25,"8"
2018-06-25,4.31047085500867,2018,26,"8"
2018-07-02,3.96071428571429,2018,27,"8"
2018-07-09,3.8687074829932,2018,28,"8"
2018-07-16,4.23160648874935,2018,29,"8"
2018-07-23,3.9015873015873,2018,30,"8"
2018-07-30,4.25552796876326,2018,31,"8"
2018-08-06,3.86054421768708,2018,32,"8"
2018-08-13,4.25681461395747,2018,33,"8"
2018-08-20,4.15299938157081,2018,34,"8"
2018-08-27,3.8980463980464,2018,35,"8"
2018-09-03,3.80340136054422,2018,36,"8"
2018-09-10,3.88650793650794,2018,37,"8"
2018-09-17,4.05357142857143,2018,38,"8"
2018-09-24,3.96252398395256,2018,39,"8"
2018-10-01,4.12899877899878,2018,40,"8"
2018-10-08,3.96652236652237,2018,41,"8"
2018-10-15,3.78388278388278,2018,42,"8"
2018-10-22,4.16777864992151,2018,43,"8"
2018-10-29,3.81332199546485,2018,44,"8"
2018-11-05,4.15510204081633,2018,45,"8"
2018-11-12,4.03299319727891,2018,46,"8"
2018-11-19,4.46700680272109,2018,47,"8"
2018-11-26,3.9641156462585,2018,48,"8"
2018-12-03,4.42121212121212,2018,49,"8"
2018-12-10,3.88452380952381,2018,50,"8"
2018-12-17,3.74886621315193,2018,51,"8"
2018-12-24,3.25680272108844,2018,52,"8"
2018-12-31,3.6421768707483,2018,53,"8"
2019-01-07,3.57185592185592,2019,1,"8"
2019-01-14,3.78469387755102,2019,2,"8"
2019-01-21,3.41428571428571,2019,3,"8"
2019-01-28,3.65510204081633,2019,4,"8"
2019-02-04,3.9092970521542,2019,5,"8"
2019-02-11,4.32636054421769,2019,6,"8"
2019-02-18,4.11162131519274,2019,7,"8"
2019-02-25,3.78087983445126,2019,8,"8"
2019-03-04,4.15252525252525,2019,9,"8"
2019-03-11,4.19737564023278,2019,10,"8"
2019-03-18,3.73596165739023,2019,11,"8"
2019-03-25,3.75992063492063,2019,12,"8"
2019-04-01,3.4922052154195,2019,13,"8"
2019-04-08,3.29344465058751,2019,14,"8"
2019-04-15,3.92261904761905,2019,15,"8"
2019-04-22,3.97529375386518,2019,16,"8"
2019-04-29,3.48486394557823,2019,17,"8"
2019-05-06,3.46904761904762,2019,18,"8"
2019-05-13,4.23849206349206,2019,19,"8"
2019-05-20,3.78083900226757,2019,20,"8"
2019-05-27,3.74471916971917,2019,21,"8"
2019-06-03,4.05442176870748,2019,22,"8"
2019-06-10,3.818820861678,2019,23,"8"
2019-06-17,3.88225108225108,2019,24,"8"
2019-06-24,4.02747252747253,2019,25,"8"
2019-07-01,3.75238095238095,2019,26,"8"
2019-07-08,4.13571428571429,2019,27,"8"
2019-07-15,3.80952380952381,2019,28,"8"
2019-07-22,3.37664399092971,2019,29,"8"
2019-07-29,3.4620855335141,2019,30,"8"
2019-08-05,3.73401360544218,2019,31,"8"
2019-08-12,3.85615852401567,2019,32,"8"
2019-08-19,4.35355596784168,2019,33,"8"
2019-08-26,3.68775510204082,2019,34,"8"
2019-09-02,3.85781058141307,2019,35,"8"
2019-09-09,3.7950937950938,2019,36,"8"
2019-09-16,3.64149659863946,2019,37,"8"
2019-09-23,4.08662131519274,2019,38,"8"
2019-09-30,3.96771541950113,2019,39,"8"
2019-10-07,3.52772108843537,2019,40,"8"
2019-10-14,4.16666666666667,2019,41,"8"
2019-10-21,3.47380952380952,2019,42,"8"
2019-10-28,3.79649295615682,2019,43,"8"
2019-11-04,3.91972789115646,2019,44,"8"
2019-11-11,3.41176046176046,2019,45,"8"
2019-11-18,3.82057823129252,2019,46,"8"
2019-11-25,4.06746031746032,2019,47,"8"
2019-12-02,3.42857975357975,2019,48,"8"
2019-12-09,3.73639455782313,2019,49,"8"
2019-12-16,4.18571428571429,2019,50,"8"
2019-12-23,3.83095238095238,2019,51,"8"
2019-12-30,4.11054421768707,2019,52,"8"
2020-01-06,3.52222222222222,2020,1,"8"
2020-01-13,3.29965986394558,2020,2,"8"
2020-01-20,3.71428571428571,2020,3,"8"
2020-01-27,3.6547619047619,2020,4,"8"
2020-02-03,3.70714285714286,2020,5,"8"
2020-02-10,3.91360544217687,2020,6,"8"
2020-02-17,3.45136054421769,2020,7,"8"
2020-02-24,3.23367346938775,2020,8,"8"
2020-03-02,3.71190476190476,2020,9,"8"
2020-03-09,3.0921768707483,2020,10,"8"
2020-03-16,3.50531849103278,2020,11,"8"
2020-03-23,3.73333333333333,2020,12,"8"
2020-03-30,3.82380952380952,2020,13,"8"
2020-04-06,3.94285714285714,2020,14,"8"
2020-04-13,3.41904761904762,2020,15,"8"
2020-04-20,3.83399616256759,2020,16,"8"
2020-04-27,3.72664835164835,2020,17,"8"
2020-05-04,3.9452380952381,2020,18,"8"
2020-05-11,3.88775510204082,2020,19,"8"
2020-05-18,3.87077922077922,2020,20,"8"
2020-05-25,4.27142857142857,2020,21,"8"
2020-06-01,4.0093537414966,2020,22,"8"
2020-06-08,3.84268707482993,2020,23,"8"
2020-06-15,1.66666666666667,2020,24,"8"
