"week_cut","pred","year","week","low","high","app"
2021-06-14,-1.15515451833256,2021,24,0,-1.15515451833256,"4"
2020-06-15,103.151180628012,2020,24,103.151180628012,103.151180628012,"5"
2020-06-22,105.306041572415,2020,25,105.306041572415,105.306041572415,"5"
2020-06-29,67.2233534012764,2020,26,67.4708007533107,67.2233534012764,"5"
2020-07-06,48.8920165526208,2020,27,60.7397740348331,48.8920165526208,"5"
2020-07-13,121.072666563182,2020,28,121.072666563182,121.072666563182,"5"
2020-07-20,89.1443387727164,2020,29,89.1443387727164,89.1443387727164,"5"
2020-07-27,64.8215911405885,2020,30,66.330382699732,64.8215911405885,"5"
2020-08-03,64.2596722294571,2020,31,64.2596722294571,64.2596722294571,"5"
2020-08-10,76.3841391358578,2020,32,76.8803302985916,76.3841391358578,"5"
2020-08-17,98.0540237106304,2020,33,98.0540237106304,98.0540237106304,"5"
2020-08-24,82.7385235850828,2020,34,82.7385235850828,82.7385235850828,"5"
2020-08-31,72.2158933213567,2020,35,72.2158933213567,72.2158933213567,"5"
2020-09-07,31.580762723498,2020,36,37.6675674297594,31.580762723498,"5"
2020-09-14,19.3277852134067,2020,37,30.3189462727552,19.3277852134067,"5"
2020-09-21,33.7533261544092,2020,38,42.8000563465136,33.7533261544092,"5"
2020-09-28,38.858366042446,2020,39,48.9010963157228,38.858366042446,"5"
2020-10-05,11.6413043901014,2020,40,16.2144336682547,11.6413043901014,"5"
2020-10-12,3.042547292337,2020,41,21.0839850902562,3.042547292337,"5"
2020-10-19,59.2353253850322,2020,42,59.2353253850322,59.2353253850322,"5"
2020-10-26,52.7255110618004,2020,43,56.1893062472259,52.7255110618004,"5"
2020-11-02,8.68178284054372,2020,44,30.8703146599407,8.68178284054372,"5"
2020-11-09,51.6161950411456,2020,45,58.5267598654695,51.6161950411456,"5"
2020-11-16,78.2010015522024,2020,46,78.2010015522024,78.2010015522024,"5"
2020-11-23,51.2035502428665,2020,47,54.4602761894681,51.2035502428665,"5"
2020-11-30,68.2016534918145,2020,48,68.2016534918145,68.2016534918145,"5"
2020-12-07,66.7986843263634,2020,49,66.7986843263634,66.7986843263634,"5"
2020-12-14,63.0613974845543,2020,50,63.0613974845543,63.0613974845543,"5"
2020-12-21,35.0524152214387,2020,51,43.994534928924,35.0524152214387,"5"
2020-12-28,20.0319937841185,2020,52,22.5709068707645,20.0319937841185,"5"
2021-01-04,16.8568782958296,2021,1,31.6761419127482,16.8568782958296,"5"
2021-01-11,59.8420373328837,2021,2,64.5492256348857,59.8420373328837,"5"
2021-01-18,21.1295636126427,2021,3,30.7305543331151,21.1295636126427,"5"
2021-01-25,38.208882174887,2021,4,40.3912774950234,38.208882174887,"5"
2021-02-01,61.3789438089729,2021,5,63.4684484027165,61.3789438089729,"5"
2021-02-08,36.7447470217083,2021,6,39.7027537173898,36.7447470217083,"5"
2021-02-15,-24.2890037967057,2021,7,9.71951256799154,-24.2890037967057,"5"
2021-02-22,24.6863449146515,2021,8,26.1857520322634,24.6863449146515,"5"
2021-03-01,5.53102712796016,2021,9,12.7804964684971,5.53102712796016,"5"
2021-03-08,-30.6164451994429,2021,10,9.06946230799351,-30.6164451994429,"5"
2021-03-15,49.9907058003937,2021,11,50.8110019295413,49.9907058003937,"5"
2021-03-22,82.1140667230253,2021,12,82.1140667230253,82.1140667230253,"5"
2021-03-29,-6.35430151722879,2021,13,6.24506183235006,-6.35430151722879,"5"
2021-04-05,40.9999450805663,2021,14,48.7520389052534,40.9999450805663,"5"
2021-04-12,47.241461581853,2021,15,49.6193705069957,47.241461581853,"5"
2021-04-19,4.60670958729899,2021,16,28.0873383087624,4.60670958729899,"5"
2021-04-26,43.3414991310229,2021,17,46.2937575533161,43.3414991310229,"5"
2021-05-03,57.0307371856383,2021,18,57.0307371856383,57.0307371856383,"5"
2021-05-10,67.0792409800344,2021,19,67.0792409800344,67.0792409800344,"5"
2021-05-17,39.2942413580452,2021,20,43.7677907988063,39.2942413580452,"5"
2021-05-24,94.8758286813075,2021,21,94.8758286813075,94.8758286813075,"5"
2021-05-31,52.7677067078009,2021,22,52.7677067078009,52.7677067078009,"5"
2021-06-07,72.7805326449353,2021,23,72.7805326449353,72.7805326449353,"5"
2021-06-14,2.04307533458079,2021,24,4.03291765864658,2.04307533458079,"5"
2020-06-15,67.875749229673,2020,24,17.9427236585248,125.94356079442,"6"
2020-06-22,93.3226982937663,2020,25,25.1103523043342,157.510386258499,"6"
2020-06-29,92.5587784375535,2020,26,14.5142641825191,180.507907020303,"6"
2020-07-06,66.6905138909202,2020,27,13.4863311319447,170.492320596874,"6"
2020-07-13,89.1970319285398,2020,28,9.96166951731637,176.4550423301,"6"
2020-07-20,93.2636634955287,2020,29,9.83679513991163,185.840150259528,"6"
2020-07-27,68.3668279181674,2020,30,21.6767954562575,136.458009116273,"6"
2020-08-03,62.1160803059932,2020,31,1.02932411315285,166.245083161672,"6"
2020-08-10,57.946306155072,2020,32,1.52366555479685,172.443577822582,"6"
2020-08-17,79.4548371241633,2020,33,12.7287408388883,176.065564676842,"6"
2020-08-24,86.8298698522222,2020,34,14.5573602083427,180.192114201068,"6"
2020-08-31,72.3542690803347,2020,35,7.82107086205344,179.349224913469,"6"
2020-09-07,38.6772099487841,2020,36,0,120.998556476544,"6"
2020-09-14,53.6203968549458,2020,37,3.76095680601856,141.686455479045,"6"
2020-09-21,43.8728799565781,2020,38,6.79605447735597,140.643828805436,"6"
2020-09-28,50.3629984403737,2020,39,5.76114115770035,131.107613955579,"6"
2020-10-05,30.6407963017065,2020,40,0,125.713604570596,"6"
2020-10-12,42.8392916943984,2020,41,0,167.810887000567,"6"
2020-10-19,46.0271090766085,2020,42,5.30643592714061,149.765297706777,"6"
2020-10-26,57.8970190495195,2020,43,0,169.066635006372,"6"
2020-11-02,41.8319234085723,2020,44,1.70515826534347,186.564639636377,"6"
2020-11-09,55.3353791483051,2020,45,9.94177879230801,137.468241883011,"6"
2020-11-16,52.276847237817,2020,46,0,147.370183989169,"6"
2020-11-23,52.8905079324703,2020,47,3.76217282686476,184.397204461139,"6"
2020-11-30,50.2780383541291,2020,48,0,142.349323931495,"6"
2020-12-07,56.1772490780963,2020,49,0,170.147081493204,"6"
2020-12-14,45.7285690299082,2020,50,0,158.973115316641,"6"
2020-12-21,32.605937066725,2020,51,0,151.440663751907,"6"
2020-12-28,37.5937231575654,2020,52,0,177.49665192744,"6"
2021-01-04,57.7370042233641,2021,1,0.208393394455977,172.425451793898,"6"
2021-01-11,51.5617367549823,2021,2,2.97481785249482,152.763016984481,"6"
2021-01-18,35.3312727012806,2021,3,0,143.542151394389,"6"
2021-01-25,24.737075481321,2021,4,0,160.746974750654,"6"
2021-02-01,50.8308981459286,2021,5,1.58483501721065,157.79179052896,"6"
2021-02-08,50.5268313725923,2021,6,0,176.100458272355,"6"
2021-02-15,36.533979536121,2021,7,0,171.704541077275,"6"
2021-02-22,37.5630532747358,2021,8,0.460894178534019,147.792688415105,"6"
2021-03-01,41.5295865384643,2021,9,1.50975185089711,171.492750868221,"6"
2021-03-08,43.3648728933103,2021,10,0,182.186591177957,"6"
2021-03-15,55.9395841457575,2021,11,0,162.948199270436,"6"
2021-03-22,55.9148380115427,2021,12,0,179.039919837565,"6"
2021-03-29,32.67931511249,2021,13,0,165.276256535836,"6"
2021-04-05,65.2290821992912,2021,14,0,205.450850522804,"6"
2021-04-12,33.5573864152593,2021,15,0,172.074424466241,"6"
2021-04-19,25.2904234234061,2021,16,0,139.279822783462,"6"
2021-04-26,41.3862709817885,2021,17,0,164.921786874348,"6"
2021-05-03,47.0993531834802,2021,18,0,180.944151362881,"6"
2021-05-10,64.836203628987,2021,19,0,205.293413778416,"6"
2021-05-17,49.3754751397115,2021,20,0,200.108961136051,"6"
2021-05-24,60.9448078458905,2021,21,0.278468032984728,188.182507483241,"6"
2021-05-31,38.4498483335432,2021,22,0,192.628000344381,"6"
2021-06-07,58.0599472790056,2021,23,0,201.17443669569,"6"
2021-06-14,16.9434863850141,2021,24,0,70.5765145444264,"6"
2020-06-15,242.48685519636,2020,24,151.063328433049,348.931242555719,"7"
2020-06-22,267.588075622657,2020,25,129.280857665913,398.89807872016,"7"
2020-06-29,277.254035625623,2020,26,123.225277831838,402.336384162237,"7"
2020-07-06,239.368652336649,2020,27,100.008707885482,380.661092282816,"7"
2020-07-13,277.893993298676,2020,28,132.466850035747,390.065280151555,"7"
2020-07-20,283.455566489967,2020,29,117.750261528502,410.351034444442,"7"
2020-07-27,253.591387732784,2020,30,146.085525756334,365.14344247236,"7"
2020-08-03,252.20474652495,2020,31,108.116130240047,402.741123363919,"7"
2020-08-10,263.373215815364,2020,32,96.0338317213059,402.755227511443,"7"
2020-08-17,263.463244249657,2020,33,123.451680925713,419.615293468055,"7"
2020-08-24,261.036258440527,2020,34,115.660787799812,413.237972715913,"7"
2020-08-31,250.433888372888,2020,35,69.9154822011678,396.659508429762,"7"
2020-09-07,217.446934837512,2020,36,77.2836290793402,369.564714440191,"7"
2020-09-14,230.976289792758,2020,37,98.1268935547507,386.219356260037,"7"
2020-09-21,214.357578208936,2020,38,66.5486342218007,382.435246406435,"7"
2020-09-28,228.474045667279,2020,39,96.1765665796324,347.245569575559,"7"
2020-10-05,217.834045869843,2020,40,30.9856718748219,393.573122430641,"7"
2020-10-12,217.006782284681,2020,41,39.9172671718271,386.30794209456,"7"
2020-10-19,229.258475162997,2020,42,38.9176563596472,387.741664711184,"7"
2020-10-26,226.258827438554,2020,43,46.813207329524,391.049067283604,"7"
2020-11-02,217.533191306783,2020,44,38.7060154594258,405.65510251484,"7"
2020-11-09,232.277314459659,2020,45,74.9190390471009,379.829570827451,"7"
2020-11-16,231.059222201351,2020,46,34.8119860102522,382.424627209931,"7"
2020-11-23,226.686613140266,2020,47,47.8473017549903,388.733888189544,"7"
2020-11-30,227.193763329346,2020,48,70.5284980225146,394.661735527681,"7"
2020-12-07,238.574655720747,2020,49,42.4833166268837,426.771987823203,"7"
2020-12-14,223.94181895635,2020,50,34.3277555353275,376.137620268363,"7"
2020-12-21,218.936211442974,2020,51,26.6544845105852,396.131603485033,"7"
2020-12-28,221.831518198702,2020,52,30.8169735416088,402.960600792747,"7"
2021-01-04,234.130793352083,2021,1,43.8337969520112,382.870129302468,"7"
2021-01-11,234.709487789439,2021,2,42.22044553928,403.436387219301,"7"
2021-01-18,211.950099656947,2021,3,27.1930462912344,353.606339681319,"7"
2021-01-25,206.19151733033,2021,4,21.3890826510497,382.003252052876,"7"
2021-02-01,233.702781109166,2021,5,25.0422863322569,411.134876487662,"7"
2021-02-08,224.122920026174,2021,6,35.4416792379431,413.074052906716,"7"
2021-02-15,220.739634522248,2021,7,29.4653973008206,378.285023836982,"7"
2021-02-22,220.695461964954,2021,8,38.2079088467863,391.381655361595,"7"
2021-03-01,220.407388982957,2021,9,21.7016702622291,372.426949512109,"7"
2021-03-08,224.045390842246,2021,10,24.5530097194881,381.494248969199,"7"
2021-03-15,234.328130490014,2021,11,30.436381553701,396.813624687326,"7"
2021-03-22,241.921060345693,2021,12,11.9352166121627,422.623134861643,"7"
2021-03-29,206.299961420552,2021,13,13.7358674492817,373.271181008206,"7"
2021-04-05,238.5186943464,2021,14,11.0327505233394,412.400591309211,"7"
2021-04-12,215.387726761788,2021,15,2.3175490059765,405.110210658271,"7"
2021-04-19,205.672909164585,2021,16,3.45635381564593,388.925894736002,"7"
2021-04-26,233.692509816097,2021,17,20.6985789558145,432.961799831007,"7"
2021-05-03,230.919356992603,2021,18,0,413.819402575497,"7"
2021-05-10,244.406301981519,2021,19,3.33825274608212,435.140766102331,"7"
2021-05-17,221.283974723876,2021,20,5.33912183694917,435.521987829337,"7"
2021-05-24,251.097688247378,2021,21,27.8358223123792,483.858083181127,"7"
2021-05-31,235.389569041072,2021,22,0.652155940044681,436.568629155677,"7"
2021-06-07,261.622332183097,2021,23,0.93183955402139,481.021084662114,"7"
2021-06-14,72.7940394131323,2021,24,3.26165363818354,129.214020126815,"7"
2020-06-15,45.8183865189688,2020,24,45.8183865189688,45.8183865189688,"8"
2020-06-22,44.5616979509691,2020,25,44.5616979509691,46.5616979509691,"8"
2020-06-29,10.8472236588308,2020,26,10.8472236588308,13.8472236588308,"8"
2020-07-06,19.9930576509084,2020,27,19.9930576509084,23.9930576509084,"8"
2020-07-13,55.9467646838576,2020,28,55.9467646838576,56.9467646838576,"8"
2020-07-20,26.1679014576462,2020,29,26.1679014576462,27.1679014576462,"8"
2020-07-27,11.0114305651061,2020,30,11.0114305651061,14.0114305651061,"8"
2020-08-03,13.0887987401403,2020,31,13.0887987401403,16.0887987401403,"8"
2020-08-10,21.4262981307617,2020,32,21.4262981307617,23.4262981307617,"8"
2020-08-17,36.7556443329042,2020,33,36.7556443329042,37.7556443329042,"8"
2020-08-24,27.1551032801227,2020,34,27.1551032801227,31.1551032801227,"8"
2020-08-31,27.8453292874299,2020,35,27.8453292874299,31.8453292874299,"8"
2020-09-07,6.3699845841828,2020,36,6.3699845841828,12.3699845841828,"8"
2020-09-14,4.2736260188675,2020,37,4.2736260188675,10.2736260188675,"8"
2020-09-21,5.29503650815946,2020,38,5.29503650815946,11.2950365081595,"8"
2020-09-28,11.0804596593277,2020,39,11.0804596593277,15.0804596593277,"8"
2020-10-05,0,2020,40,0,7,"8"
2020-10-12,0,2020,41,0,7,"8"
2020-10-19,8.3861798570496,2020,42,8.3861798570496,13.3861798570496,"8"
2020-10-26,14.5065599726875,2020,43,14.5065599726875,18.5065599726875,"8"
2020-11-02,0,2020,44,0,7,"8"
2020-11-09,26.0692151495311,2020,45,26.0692151495311,29.0692151495311,"8"
2020-11-16,33.2455264597241,2020,46,33.2455264597241,36.2455264597241,"8"
2020-11-23,16.1486693043173,2020,47,16.1486693043173,19.1486693043173,"8"
2020-11-30,20.794331293382,2020,48,20.794331293382,22.794331293382,"8"
2020-12-07,14.6812444612481,2020,49,14.6812444612481,17.6812444612481,"8"
2020-12-14,13.7858429834078,2020,50,13.7858429834078,16.7858429834078,"8"
2020-12-21,10.0115092740282,2020,51,10.0115092740282,15.0115092740282,"8"
2020-12-28,1.64616766357418,2020,52,1.64616766357418,7.64616766357418,"8"
2021-01-04,0,2021,1,0,7,"8"
2021-01-11,17.5482397890293,2021,2,17.5482397890293,22.5482397890293,"8"
2021-01-18,1.89330451889495,2021,3,1.89330451889495,7.89330451889495,"8"
2021-01-25,14.8478428978861,2021,4,14.8478428978861,20.8478428978861,"8"
2021-02-01,22.3462467978731,2021,5,22.3462467978731,25.3462467978731,"8"
2021-02-08,13.9830329630022,2021,6,13.9830329630022,18.9830329630022,"8"
2021-02-15,0,2021,7,0,7,"8"
2021-02-22,4.98268915650594,2021,8,4.98268915650594,10.9826891565059,"8"
2021-03-01,0,2021,9,0,7,"8"
2021-03-08,0,2021,10,0,7,"8"
2021-03-15,16.4118093236109,2021,11,16.4118093236109,20.4118093236109,"8"
2021-03-22,29.1420350139196,2021,12,29.1420350139196,30.1420350139196,"8"
2021-03-29,0,2021,13,0,7,"8"
2021-04-05,11.1356632688797,2021,14,11.1356632688797,15.1356632688797,"8"
2021-04-12,21.3520329741055,2021,15,21.3520329741055,25.3520329741055,"8"
2021-04-19,1.65014676928669,2021,16,1.65014676928669,7.65014676928669,"8"
2021-04-26,15.1477883122007,2021,17,15.1477883122007,19.1477883122007,"8"
2021-05-03,17.6556289823335,2021,18,17.6556289823335,20.6556289823335,"8"
2021-05-10,27.5517220048024,2021,19,27.5517220048024,29.5517220048024,"8"
2021-05-17,12.4622597964972,2021,20,12.4622597964972,16.4622597964972,"8"
2021-05-24,50.0119718572156,2021,21,50.0119718572156,51.0119718572156,"8"
2021-05-31,17.7365478304979,2021,22,17.7365478304979,21.7365478304979,"8"
2021-06-07,31.5752165079518,2021,23,31.5752165079518,34.5752165079518,"8"
2021-06-14,0,2021,24,0,2,"8"
